performance_tier,network_bandwidth,client_name,i_reliability,i_performance_factor,cpu,ram,expected_execution_time,data_ratio,discrepancy_level
2,26.19,nippy-linkage,0.16232,1.05,8,32,80,0.0002938031700585,0.39322471395777847
0,11.89,juvenile-surface,0.08837,0.64,16,64,40,0.00014701245415,0.17872703266396026
1,24.27,symmetric-container,0.14899,0.88,4,16,160,3.83607157887828e-05,0.5628482453406181
1,10.87,overcast-pepper,0.04824,1.13,4,16,160,0.0003450247038574,0.33832060044040096
2,11.59,customer-pool,0.15221,0.88,8,32,80,0.00014701245415,0.39263879249809536
0,16.51,dry-barbel,0.01774,0.98,16,64,40,3.83607157887828e-05,0.41297205058763947
2,12.96,several-percussion,0.00444,1.0,8,32,80,0.0001150821473663,0.41086743108270896
2,4.04,lazy-line,0.15146,0.96,8,32,80,2.57216360202243e-05,0.43978800766237286
0,0.31,hushed-fort,0.06724,0.82,16,64,40,0.0003002335790636,0.3678205719786728
1,20.42,bold-edge,0.0259,0.95,4,16,160,2.57216360202243e-05,0.3595133422820227
0,20.36,modern-objective,0.02246,0.8,16,64,40,0.0003193030678372,0.352193135007664
1,25.92,nimble-bandit,0.46009,0.76,4,16,160,0.0001341516361399,0.36621511686652847
1,14.05,rude-cadence,0.20542,0.89,4,16,160,0.000140582045145,0.30763166288195565
2,15.46,grizzled-normal,0.03877,1.21,8,32,80,0.0004024549084198,0.24407461873942513
2,9.09,agile-instrument,0.0192,1.12,8,32,80,0.0003321638858473,0.3292487658976906
2,29.38,tender-signature,0.12947,1.13,8,32,80,5.122153379889495e-05,0.5409047865016089
2,36.14,nuclear-superset,0.06544,1.09,8,32,80,0.0001725123519287,0.2799092373699704
2,20.42,horizontal-trunk,0.08914,1.28,8,32,80,0.0001853731699388,0.30657178013104924
0,5.71,forward-player,0.13854,1.0,16,64,40,0.0001022213293562,0.30120087366968623
1,43.98,overcast-drink,0.01719,0.82,4,16,160,0.0004024549084198,0.4358842525608377
2,14.77,rigid-wine,0.01363,1.03,8,32,80,0.0002618728632748,0.3538971308152347
2,29.37,laminated-bayonet,0.02273,1.08,8,32,80,0.0003002335790636,0.261873111613949
1,33.81,easy-casket,0.115,1.25,4,16,160,0.0003769550106412,0.3929874853828379
0,32.56,chunky-bridge,0.04484,0.74,16,64,40,0.0002428033745012,0.3391444068831218
2,9.3,inscribed-value,0.02592,1.16,8,32,80,0.0001215125563714,0.2540031247815036
0,30.31,latent-warp,0.01966,0.93,16,64,40,0.0001660819429236,0.3018866560811567
2,39.49,zesty-boom,0.04796,0.92,8,32,80,0.0002618728632748,0.3531256009386326
1,13.14,oily-data,0.01339,1.09,4,16,160,0.000357663783626,0.3354247634147518
1,21.42,isometric-alligator,0.02095,0.91,4,16,160,0.0003066639880687,0.3683385333177534
2,19.39,average-rasp,0.14152,1.07,8,32,80,1.286081801011215e-05,0.793656767048031
1,13.22,indigo-model,0.06806,0.89,4,16,160,0.0002173034767225,0.5425353824523576
1,18.11,bare-citadel,0.10959,0.68,4,16,160,0.0003002335790636,0.24284060374972136
1,6.69,colorful-juniper,0.03472,0.68,4,16,160,0.0003066639880687,0.3571319912480661
2,14.25,flat-caliper,0.20837,0.55,8,32,80,5.122153379889495e-05,0.47990525407049583
2,33.05,volumetric-gator,0.32097,1.05,8,32,80,2.57216360202243e-05,0.5209611813980048
2,7.08,exhaustive-grove,0.1432,1.02,8,32,80,0.0004024549084198,0.2936884950472083
2,19.14,stale-classic,0.07516,0.73,8,32,80,8.315184058262166e-05,0.2373297395649851
1,23.73,indulgent-kasseri,0.09893,0.88,4,16,160,0.0002747336812849,0.2641049553617894
1,36.8,iron-landform,0.01136,1.19,4,16,160,0.0004024549084198,0.3350784740037822
2,18.28,camel-rebase,0.12067,1.03,8,32,80,0.0003512333746209,0.3126144814407707
0,17.14,internal-cider,0.00123,0.8,16,64,40,0.0001725123519287,0.52947252584476
0,30.71,cold-river,0.0607,1.1,16,64,40,0.0002044426587124,0.3838812005659076
2,18.14,insulated-electricity,0.02418,1.02,8,32,80,0.0002299425564911,0.33644877676267093
1,0.0,energetic-blockade,0.01744,1.02,4,16,160,0.0003321638858473,0.22997596364444617
2,22.56,breezy-focus,0.10407,0.98,8,32,80,0.0003769550106412,0.36830845322722483
2,15.98,ragged-riesling,0.05217,0.8,8,32,80,1.286081801011215e-05,0.2592426715430194
1,13.2,dichotomic-contract,0.00603,0.89,4,16,160,0.0001980122497074,0.527009255087477
1,10.6,isobaric-voice,0.08591,1.07,4,16,160,7.67214315775656e-05,0.43743103243862064
2,29.48,chewy-encumbrance,0.0064,1.36,8,32,80,9.579092035118016e-05,0.4023798800030631
0,24.3,noisy-bibliography,0.00686,0.62,16,64,40,0.0001789427609338,0.4023081915183976
0,38.28,commutative-swimmer,0.04719,0.77,16,64,40,7.029102257250952e-05,0.40546839367225757
2,33.26,plain-pole,0.01562,0.67,8,32,80,0.0003257334768423,0.6674455131812365
0,21.76,swarm-skunk,0.06881,0.95,16,64,40,0.0003831636814047,0.32486236649305716
1,18.77,each-banylus,0.02536,1.18,4,16,160,0.0001215125563714,0.457054161802392
2,28.17,wide-amarone,0.00786,1.21,8,32,80,1.286081801011215e-05,0.47318620306883524
2,28.85,pizzicato-reuben,0.15229,1.24,8,32,80,3.83607157887828e-05,0.34296485892452555
1,26.62,achromatic-ball,0.11227,1.04,4,16,160,2.57216360202243e-05,0.32753500703874877
2,29.68,grouchy-landlubber,0.01833,0.63,8,32,80,0.0003831636814047,0.3236398285305126
2,9.81,thin-flashing,0.11704,0.93,8,32,80,1.286081801011215e-05,0.3401431844384391
2,37.18,pureed-bungalow,0.02548,1.05,8,32,80,7.67214315775656e-05,0.24469245070175022
2,13.54,critical-commander,0.18198,0.89,8,32,80,3.83607157887828e-05,0.358873425387209
1,15.32,slim-voile,0.02503,0.4,4,16,160,1.286081801011215e-05,0.5118400379188891
2,22.69,frigid-buffet,0.15286,0.85,8,32,80,0.0002363729654961,0.3258569842998108
1,15.53,achromatic-gravity,0.04892,1.09,4,16,160,0.0002873727610535,0.3574907022427149
2,33.98,miniature-plate,0.1655,0.82,8,32,80,0.0001086517383612,0.24393355733665095
2,29.76,simple-damask,0.44118,0.85,8,32,80,0.0003193030678372,0.5659411866098563
2,48.04,ragged-paint,0.00304,0.92,8,32,80,1.286081801011215e-05,0.3840831289339355
0,24.25,warped-backlist,0.15396,0.88,16,64,40,0.0001215125563714,0.3081085075044237
1,1.03,grating-shackle,0.07843,0.94,4,16,160,1.286081801011215e-05,0.4449261593220122
0,29.29,coherent-brass,0.14544,0.95,16,64,40,0.0003960244994148,0.4404220734909796
1,16.33,sunny-corona,0.09533,1.13,4,16,160,3.193030678372672e-05,0.3408881661218242
2,0.0,narrow-wardrobe,0.02333,1.28,8,32,80,8.315184058262166e-05,0.6013660455645634
2,30.28,charitable-acid,0.00761,0.95,8,32,80,1.286081801011215e-05,0.45945646066527185
0,28.63,tender-cyclist,0.04098,0.94,16,64,40,0.000357663783626,0.2840201116139981
2,20.56,callous-guitar,0.04036,0.99,8,32,80,1.286081801011215e-05,0.33930787977005167
1,23.09,worn-kayak,0.17234,0.84,4,16,160,0.0002554424542698,0.33888612957188535
2,4.34,juicy-span,0.01775,0.95,8,32,80,0.0003960244994148,0.19669013258157275
0,10.44,direct-edge,0.11461,1.21,16,64,40,0.0003450247038574,0.4329045442069469
2,13.23,direct-asiago,0.01761,1.16,8,32,80,0.0003640941926311,0.34916640300651336
0,20.49,tossed-milk,0.01394,1.18,16,64,40,0.0003512333746209,0.4253544351740497
2,24.33,square-inventory,0.08903,1.06,8,32,80,0.0002683032722799,0.3173815991862367
0,16.67,beige-tote,0.1926,1.1,16,64,40,5.765194280395102e-05,0.3683926083024599
2,28.51,deafening-exchange,0.05618,0.83,8,32,80,0.000357663783626,0.32338329195548016
1,22.79,foggy-radial,0.19833,0.83,4,16,160,0.0001215125563714,0.40813813919576153
2,11.22,large-client,0.0447,0.91,8,32,80,5.122153379889495e-05,0.34572344196303956
1,24.44,shabby-mortar,0.05718,1.11,4,16,160,1.286081801011215e-05,0.3811197359602713
1,34.87,devout-dowel,0.1039,0.88,4,16,160,1.9291227015168225e-05,0.31571489452893353
0,19.41,violent-charlie,0.00965,1.19,16,64,40,4.479112479383887e-05,0.4590908348109828
0,29.65,cautious-dog,0.16549,1.29,16,64,40,1.286081801011215e-05,0.41024283781687876
2,34.29,convoluted-deadline,0.14859,1.14,8,32,80,0.0003769550106412,0.49332651140510514
0,4.12,ferocious-quarter,0.09167,0.99,16,64,40,0.0003193030678372,0.2626348152721523
2,21.98,tense-octagon,0.17646,0.88,8,32,80,0.0001660819429236,0.2873163551932104
2,6.52,brave-albatross,0.30422,1.25,8,32,80,0.0001980122497074,0.33751327623039795
0,18.68,bare-boa,0.00774,1.08,16,64,40,0.0003831636814047,0.4529714578587381
0,5.22,plain-remoulade,0.09907,1.03,16,64,40,0.0003895940904097,0.263021754178606
1,26.1,raw-hoops,0.00578,1.12,4,16,160,1.9291227015168225e-05,0.36397147607250424
0,22.76,distinct-abscissa,0.08015,1.12,16,64,40,0.0003640941926311,0.25200685636598164
1,18.49,unsolvable-cycle,0.22278,0.93,4,16,160,0.000223512147486,0.2839221597175119
1,22.46,loud-director,0.05237,0.73,4,16,160,0.0003960244994148,0.4154900761489467
2,25.33,nimble-father,0.02469,1.09,8,32,80,6.386061356745344e-05,0.30994352714278234
0,16.01,odious-neck,0.04287,0.81,16,64,40,0.0004024549084198,0.44974319578574073
2,17.79,cross-hexagon,0.15078,1.24,8,32,80,7.67214315775656e-05,0.24660693865720007
0,25.18,creamy-graphite,0.16809,0.83,16,64,40,0.0002747336812849,0.43181224457346196
2,19.83,intense-aroma,0.10906,1.22,8,32,80,0.0003960244994148,0.30494464662112863
1,12.66,frigid-powerset,0.12307,0.97,4,16,160,0.0003640941926311,0.4088729174813664
2,24.13,quadratic-jersey,0.00629,1.09,8,32,80,0.0004024549084198,0.2248167740880406
2,5.44,threadbare-bar,0.017,1.08,8,32,80,0.0003450247038574,0.28942409069966013
2,24.19,corn-document,0.0835,1.05,8,32,80,9.579092035118016e-05,0.5004734947786744
1,6.17,covering-draft,0.08389,0.83,4,16,160,0.0003831636814047,0.2628929997218537
0,10.76,relative-neuron,0.00873,0.9,16,64,40,3.83607157887828e-05,0.3200025998498722
1,15.76,tractable-alert,0.01726,1.03,4,16,160,0.0001534428631551,0.338760768957784
0,18.49,brutal-formation,0.06262,1.18,16,64,40,0.0002554424542698,0.3998427814410675
0,33.2,lime-razorbill,0.20096,0.93,16,64,40,0.0003257334768423,0.28976504559458743
0,13.93,radiant-chow,0.03828,1.12,16,64,40,0.0003130943970737,0.3398556024328945
1,7.26,dry-byte,0.06419,1.09,4,16,160,0.0001915818407023,0.4693121611937951
2,10.51,shabby-band,0.00301,1.14,8,32,80,5.122153379889495e-05,0.38582410607926154
2,46.68,plain-acquisition,0.08645,1.14,8,32,80,4.479112479383887e-05,0.28380290792553503
1,28.19,lively-map,0.059,1.01,4,16,160,0.0001660819429236,0.4916629040323291
1,0.87,aquamarine-flight,0.40609,0.51,4,16,160,1.286081801011215e-05,0.4964557561616061
1,28.68,visible-front,0.2229,1.18,4,16,160,0.0003769550106412,0.27081126346917644
1,14.88,acyclic-map,0.13191,1.01,4,16,160,0.0003066639880687,0.5297852180657275
1,24.75,coffee-rational,0.04618,1.04,4,16,160,0.0001150821473663,0.4452631930918188
2,23.94,cruel-conduit,0.09128,0.94,8,32,80,1.9291227015168225e-05,0.45524372094320065
0,15.26,humongous-halftone,0.00815,1.01,16,64,40,0.0001277212271349,0.37225633490586824
2,4.49,hidden-poster,0.2177,0.85,8,32,80,0.00014701245415,0.3299649314255372
0,23.0,augmenting-chardonnay,0.22892,1.09,16,64,40,1.286081801011215e-05,0.31678687066697253
2,25.24,each-category,0.04798,0.88,8,32,80,0.0003002335790636,0.434772503812614
2,12.62,pizzicato-zoom,0.28972,1.19,8,32,80,0.0003130943970737,0.1957564487873719
1,29.0,blaring-graph,0.14251,1.08,4,16,160,3.83607157887828e-05,0.45032549502967917
2,30.49,stringy-department,0.27058,1.0,8,32,80,3.83607157887828e-05,0.3048993366151012
0,23.01,crispy-angora,0.05222,0.97,16,64,40,0.0003895940904097,0.3009765612628987
1,27.14,approximate-crowd,0.04823,0.86,4,16,160,8.315184058262166e-05,0.33431160043964764
1,20.88,ornery-function,0.05515,0.81,4,16,160,0.0002173034767225,0.19664141857653678
1,36.48,nutty-cider,0.03092,0.94,4,16,160,0.0002173034767225,0.4286638904155713
0,15.8,callous-distance,0.0362,0.99,16,64,40,5.122153379889495e-05,0.411053972097617
1,13.79,presto-class,0.07347,0.68,4,16,160,0.0004024549084198,0.2436897427132253
0,18.75,frayed-pigeon,0.08664,1.15,16,64,40,0.0003895940904097,0.3872320360584252
1,31.15,grave-buffer,0.02115,0.85,4,16,160,0.0002618728632748,0.33639666064092094
1,14.31,acoustic-permutation,0.00808,0.71,4,16,160,0.0002938031700585,0.42147380513034516
0,20.61,weighted-corona,0.55523,0.94,16,64,40,0.0003769550106412,0.25593422062063625
0,5.11,ordered-plan,0.00611,1.2,16,64,40,3.193030678372672e-05,0.31460439761841125
0,13.33,buoyant-representative,0.01648,1.17,16,64,40,0.0003960244994148,0.3870275340175779
0,25.73,tranquil-primer,0.16053,1.08,16,64,40,1.286081801011215e-05,0.26927606582644137
0,20.71,regular-frank,0.41703,0.95,16,64,40,0.0002173034767225,0.2502837443615002
2,10.4,bordeaux-aroma,0.04783,1.3,8,32,80,0.0001789427609338,0.43527990922232423
2,36.96,vicious-latitude,0.02762,0.68,8,32,80,0.0001341516361399,0.3208086066588222
0,21.68,grating-turret,0.04762,1.09,16,64,40,3.193030678372672e-05,0.39780646909379586
1,18.52,energetic-exit,0.02158,0.7,4,16,160,0.0004024549084198,0.39945066516704936
1,3.21,gilded-thyme,0.21382,0.94,4,16,160,5.765194280395102e-05,0.37226430555200857
0,29.45,greasy-note,0.1116,0.96,16,64,40,0.0003385942948524,0.4412594301354145
1,27.56,rust-radiation,0.07542,1.07,4,16,160,0.0002683032722799,0.3735232322630054
1,8.05,frosty-music,0.13869,0.93,4,16,160,1.9291227015168225e-05,0.4257335264337335
0,30.91,seasoned-paint,0.19513,0.96,16,64,40,1.286081801011215e-05,0.36945783973435364
2,17.67,unary-availability,0.29422,1.03,8,32,80,0.0003257334768423,0.4098649448823162
0,27.62,chewy-cottage,0.10781,1.22,16,64,40,5.765194280395102e-05,0.43656345925147555
1,30.84,ornery-golfer,0.03608,1.02,4,16,160,0.0004024549084198,0.5415655554471586
1,0.0,burning-manuscript,0.06034,0.67,4,16,160,0.0004024549084198,0.4003525338362162
2,7.9,ornery-pilot,0.11343,0.74,8,32,80,0.0002747336812849,0.380765058506629
2,2.89,electrical-batter,0.07287,1.08,8,32,80,0.0003066639880687,0.5353579149941694
2,28.91,tender-paddle,0.06332,0.92,8,32,80,0.00028116409029,0.3928444707019274
1,6.96,median-impulse,0.00521,0.99,4,16,160,6.386061356745344e-05,0.3382821575274439
0,8.44,jolly-aberration,0.05665,0.98,16,64,40,0.0004024549084198,0.2858485785479839
2,8.63,customer-copy,0.22101,0.73,8,32,80,0.0003002335790636,0.29907403412826705
1,28.15,rigid-viper,0.06177,1.44,4,16,160,0.0003960244994148,0.3595634553733302
0,26.87,rubbery-badminton,0.06994,0.65,16,64,40,0.0001853731699388,0.40377172100230996
0,24.96,silly-colonnade,0.01825,0.96,16,64,40,3.83607157887828e-05,0.5732505376853158
1,6.45,massive-tub,0.19623,1.28,4,16,160,0.0003321638858473,0.4797077417708568
1,4.16,milky-function,0.00253,1.31,4,16,160,0.00028116409029,0.5004645680422825
1,35.43,smoggy-pseudonym,0.0774,1.31,4,16,160,2.57216360202243e-05,0.38096397221274253
0,27.97,concentric-sparrow,0.06164,0.9,16,64,40,0.0003512333746209,0.39510459886425764
1,25.21,white-dodecagon,0.03986,0.89,4,16,160,0.0003960244994148,0.5228527804158571
0,32.72,wide-volume,0.04102,0.56,16,64,40,1.9291227015168225e-05,0.3656045140233864
1,26.29,senile-array,0.03688,1.08,4,16,160,0.0003769550106412,0.4498050193172369
0,20.69,large-quail,0.0088,1.07,16,64,40,0.000357663783626,0.5265627482098699
0,26.63,rancid-set,0.0056,1.04,16,64,40,5.122153379889495e-05,0.45076828086736814
2,14.82,greasy-muscat,0.274,0.69,8,32,80,0.0001277212271349,0.48954988277118894
1,42.04,direct-hydrolysis,0.0032,0.84,4,16,160,4.479112479383887e-05,0.30386867259867706
0,21.05,flavorful-point,0.00571,0.99,16,64,40,0.0003193030678372,0.3181294809294141
1,0.0,tender-merge,0.04083,1.06,4,16,160,2.57216360202243e-05,0.5109003730300281
2,38.49,dry-row,0.00637,1.15,8,32,80,5.765194280395102e-05,0.38685081378769703
0,30.55,augmenting-putty,0.32943,1.1,16,64,40,0.0003450247038574,0.4735928939713169
2,10.66,huge-avenue,0.06392,0.89,8,32,80,6.386061356745344e-05,0.38708999444401415
1,15.23,grating-weight,0.02473,1.03,4,16,160,0.0001853731699388,0.27330810455965004
2,40.03,equidistant-prior,0.03069,1.15,8,32,80,0.0003831636814047,0.31995028772511885
0,34.72,complex-fern,0.1446,0.87,16,64,40,0.0002683032722799,0.5482613397965146
2,21.28,andante-deadline,0.08017,0.84,8,32,80,0.0004024549084198,0.21634106341189072
0,14.63,regular-mead,0.00449,0.75,16,64,40,6.386061356745344e-05,0.30328513981988275
0,0.0,forward-jog,0.00738,0.88,16,64,40,1.286081801011215e-05,0.31937464382028036
1,37.56,forgiving-fox,0.00946,1.32,4,16,160,0.0001725123519287,0.3012322873290476
2,24.6,honest-potentiality,0.08581,0.84,8,32,80,0.0003895940904097,0.3403227867319241
1,33.54,counting-pork,0.23176,1.11,4,16,160,0.0003895940904097,0.42234757832256353
1,17.36,obvious-sweep,0.05155,0.91,4,16,160,0.00014701245415,0.32328989369012257
0,40.11,chalky-gearbox,0.02834,1.03,16,64,40,3.83607157887828e-05,0.3789208223347822
1,26.87,lazy-mansion,0.35869,1.17,4,16,160,0.0001150821473663,0.27976672916927536
0,27.72,sophisticated-headset,0.2007,1.21,16,64,40,9.579092035118016e-05,0.22791065830965185
2,32.19,violent-continent,0.02055,0.92,8,32,80,6.386061356745344e-05,0.2881641094878768
0,17.19,molten-user,0.12319,0.83,16,64,40,8.315184058262166e-05,0.2706212449328984
0,18.08,excited-liason,0.01486,0.96,16,64,40,0.0003640941926311,0.3698914693459752
2,28.92,zesty-tactics,0.06837,1.13,8,32,80,0.0003450247038574,0.4066271568586739
0,10.59,immediate-price,0.08998,0.85,16,64,40,2.57216360202243e-05,0.3869622694761911
0,31.45,red-acquisition,0.39237,0.85,16,64,40,0.0001725123519287,0.40354783200527916
0,17.07,sad-orange,0.07418,0.97,16,64,40,8.958224958767774e-05,0.35449909238942634
2,31.63,easy-brad,0.37428,1.37,8,32,80,0.0003960244994148,0.30808121222224577
0,18.43,lime-eagle,0.07619,1.19,16,64,40,0.0003640941926311,0.37185867294932207
2,4.28,weary-strategy,0.02146,0.83,8,32,80,0.0003960244994148,0.4116228471601736
2,6.56,flashed-projection,0.02704,0.84,8,32,80,0.0003130943970737,0.2745017843633662
2,29.02,resultant-mixture,0.09881,0.71,8,32,80,0.0002873727610535,0.5443381320035546
0,20.04,warm-orphan,0.04268,0.85,16,64,40,0.0002044426587124,0.28345546643190234
2,10.07,connected-nugget,0.27261,1.36,8,32,80,7.029102257250952e-05,0.32342482636601716
2,38.47,straight-current,0.82791,1.07,8,32,80,0.0001725123519287,0.6160057110780586
1,27.02,isothermal-fort,0.03797,1.11,4,16,160,7.67214315775656e-05,0.3650516683203243
0,17.02,vertical-taco,0.04933,1.51,16,64,40,0.0003895940904097,0.2596895616704687
0,34.51,some-cottage,0.00098,1.1,16,64,40,0.0001725123519287,0.2836232877904601
1,4.73,nippy-boondoggle,0.08799,0.58,4,16,160,0.0002108730677175,0.3772501669069566
1,22.93,dense-albatross,0.06859,0.86,4,16,160,0.0004024549084198,0.3705349801427751
1,8.5,plain-island,0.0237,0.96,4,16,160,0.0003066639880687,0.4304400666399982
2,48.15,citron-palette,0.00145,0.85,8,32,80,0.0004024549084198,0.3337043491011156
0,12.51,speedy-gain,0.01784,1.0,16,64,40,0.0002873727610535,0.36298711643204173
1,9.82,online-installation,0.14571,1.02,4,16,160,2.57216360202243e-05,0.33756317384607537
2,24.35,steel-phalanx,0.2645,1.51,8,32,80,0.0003895940904097,0.40304307091667035
0,29.52,steamed-clubhouse,0.07987,1.51,16,64,40,0.0003193030678372,0.3927971523363521
2,19.76,gilded-grain,0.01139,0.76,8,32,80,1.286081801011215e-05,0.41945685579129494
2,28.65,dynamic-gig,0.04471,1.05,8,32,80,0.0001277212271349,0.27725310637378797
0,1.15,brute-force-polygon,0.11992,0.71,16,64,40,9.579092035118016e-05,0.3328116966544375
0,31.15,stale-burgundy,0.23195,0.86,16,64,40,1.286081801011215e-05,0.38499938078677565
1,12.41,advanced-comment,0.16371,1.15,4,16,160,0.0003321638858473,0.3599909141885658
2,9.73,regional-screed,0.0119,0.9,8,32,80,0.00014701245415,0.40422785787917703
1,4.97,chunky-squash,0.01742,1.25,4,16,160,0.0002873727610535,0.33051084679827114
1,9.41,rounded-flower,0.18705,1.01,4,16,160,0.0003895940904097,0.4767368178520673
0,15.63,wicker-cabernet,0.02613,1.32,16,64,40,3.83607157887828e-05,0.35639157261534216
1,28.94,marked-benefit,0.01868,0.85,4,16,160,9.579092035118016e-05,0.20536311523342854
0,23.91,blocking-bowl,0.09023,0.88,16,64,40,0.0003193030678372,0.23197412603002102
1,12.67,wary-cumin,0.03172,0.65,4,16,160,0.0001596515339186,0.6766484181749614
0,46.87,quiet-report,0.09516,0.81,16,64,40,0.0002873727610535,0.5700871884843871
2,22.41,avocado-chick,0.12972,0.92,8,32,80,0.0003895940904097,0.24637300799775916
1,9.77,blue-valid,0.01729,0.86,4,16,160,0.0003960244994148,0.3050394355502337
2,11.41,upbeat-analog,0.0235,1.0,8,32,80,0.0003512333746209,0.4433259910569568
0,35.71,mashed-threshold,0.04467,1.18,16,64,40,0.0002938031700585,0.4179793189311676
2,19.43,exact-lintel,0.01799,1.19,8,32,80,4.479112479383887e-05,0.26468640118935394
1,29.94,wood-modern,0.14337,0.99,4,16,160,0.0001341516361399,0.28943728925361123
2,20.92,unsolvable-fortress,0.11093,1.11,8,32,80,0.0003960244994148,0.301115569135667
2,20.91,witty-dormer,0.0232,0.74,8,32,80,0.0002299425564911,0.36562587674881825
0,13.19,sour-beer,0.07767,1.3,16,64,40,0.0001022213293562,0.32074761192818974
